Name,P-value,corrected pvalue,ASTb-Mean(%),ASTb-Sd(%),ASCK-Mean(%),ASCK-Sd(%),KDTb-Mean(%),KDTb-Sd(%),KDCK-Mean(%),KDCK-Sd(%),XBTb-Mean(%),XBTb-Sd(%),XBCK-Mean(%),XBCK-Sd(%),XYTb-Mean(%),XYTb-Sd(%),XYCK-Mean(%),XYCK-Sd(%)
"1.3.1.83","0.1164","0.1476","0.0012","0.0003","0.0012","0.0003","0.0011","0.0002","0.0013","0.0003","0.0014","0.0004","0.0008","0.0001","0.0012","0.0005","0.001","0.0001"
"3.2.1.65","0.1682","0.2014","0.0009","0.0003","0.001","0.0001","0.0009","0.0003","0.001","0.0005","0.0013","0.0014","0.0013","0.0002","0.0011","0.0004","0.0015","0.0002"
"2.8.3.13","0.02999","0.05389","0.0015","0.0007","0.0013","0.0007","0.0018","0.0005","0.0005","0","0.0013","0.0005","0.0009","0.0001","0.0011","0.0007","0.0006","0"
"3.1.2.1","0.00606","0.02211","0.0006","0.0002","0.0012","0.0004","0.0008","0.0002","0.0016","0.0006","0.0007","0.0001","0.0018","0.0002","0.0009","0.0004","0.0014","0.0002"
"1.8.98.1","0.007679","0.02389","0.0005","0.0001","0.0012","0.0005","0.0003","0.0001","0.0022","0.001","0.0004","0.0002","0.0015","0.0007","0.0011","0.0012","0.0019","0.0008"
"1.2.1.54","0.006685","0.02254","0.0013","0.0004","0.0008","0.0005","0.0013","0.0003","0.0004","0.0001","0.0014","0.0006","0.002","0.0002","0.0008","0","0.0009","0"
"2.6.1.59","0.001816","0.01834","0.0014","0.0001","0.0007","0.0003","0.001","0.0002","0.0006","0.0001","0.0018","0.0003","0.0009","0.0001","0.0013","0.0001","0.0011","0.0002"
"2.1.1.67","0.04322","0.06998","0.0011","0.0003","0.0012","0.0004","0.001","0.0001","0.0008","0.0002","0.001","0.0003","0.0015","0.0001","0.001","0.0001","0.0014","0.0002"
"1.6.99.1","0.003735","0.01878","0.0025","0.0009","0.0007","0.0004","0.0006","0.0001","0.0002","0.0001","0.0022","0.0014","0.0006","0.0001","0.001","0.0003","0.0009","0.0001"
"2.3.1.233","0.004788","0.01997","0.0014","0.0004","0.0006","0.0004","0.0022","0.0006","0.0005","0.0001","0.0011","0.0003","0.0008","0","0.0015","0.0006","0.0006","0.0001"
"2.6.1.82","0.001504","0.01834","0.002","0.0003","0.0005","0.0002","0.0009","0.0003","0.0003","0.0002","0.0025","0.001","0.0004","0","0.0015","0.0006","0.0005","0.0001"
"1.14.13.81","0.2211","0.2544","0.001","0.0003","0.0011","0.0003","0.001","0.0002","0.0013","0.0003","0.0013","0.0004","0.0007","0.0001","0.0012","0.0005","0.001","0.0001"
"1.14.13.20","0.00481","0.01997","0.0015","0.0004","0.0006","0.0001","0.0013","0.0003","0.0007","0.0003","0.0011","0.0002","0.0008","0.0002","0.0019","0.0006","0.0005","0.0001"
"1.1.1.312","0.006674","0.02254","0.0014","0.0003","0.0007","0.0003","0.0012","0.0003","0.0005","0.0001","0.0015","0.0005","0.0014","0.0002","0.001","0.0002","0.0008","0.0001"
"3.5.1.101","0.003162","0.01834","0.0016","0.0006","0.0006","0.0003","0.0013","0.0006","0.0001","0.0001","0.0021","0.0006","0.0012","0.0002","0.0011","0.0005","0.0006","0.0001"
"1.14.15.11","0.001829","0.01834","0.002","0.0006","0.0004","0.0004","0.0008","0.0004","0.0001","0.0001","0.0028","0.002","0.0002","0","0.0018","0.0011","0.0004","0"
"3.4.21.81","0.003492","0.01868","0.0014","0.0007","0.0006","0.0004","0.0021","0.0004","0.0005","0.0001","0.0011","0.0003","0.0007","0","0.0015","0.0006","0.0005","0.0001"
"4.2.1.57","0.02094","0.04294","0.0014","0.0003","0.0011","0.0004","0.0015","0.0003","0.0007","0.0002","0.0012","0.0003","0.0008","0.0001","0.0012","0.0004","0.0006","0"
"1.12.1.3","0.7","0.7093","0.0014","0.0008","0.0008","0.0003","0.0011","0.0001","0.001","0.0003","0.0014","0.0007","0.0009","0.0003","0.0009","0.0005","0.0009","0.0002"
"3.6.3.22","0.04145","0.06807","0.0014","0.0007","0.0012","0.0007","0.0017","0.0004","0.0005","0","0.0012","0.0005","0.0008","0.0001","0.0009","0.0006","0.0006","0"
"3.4.21.4","0.006776","0.02257","0.0013","0.0005","0.0006","0.0003","0.002","0.0004","0.0005","0.0001","0.001","0.0003","0.0008","0.0001","0.0014","0.0006","0.0005","0"
"4.4.1.21","0.003931","0.01878","0.0022","0.0007","0.0005","0.0004","0.0007","0.0004","0.0001","0","0.0023","0.0015","0.0005","0.0001","0.001","0.0003","0.0008","0.0001"
"1.14.11.1","0.04761","0.07507","0.0012","0.0002","0.0006","0.0006","0.0013","0.0008","0.0006","0.0001","0.0009","0.0003","0.0016","0.0002","0.0011","0.0004","0.0009","0.0001"
"2.1.1.242","0.00314","0.01834","0.0008","0.0002","0.0008","0.0004","0.0007","0.0002","0.001","0.0002","0.0006","0.0002","0.0014","0.0001","0.0011","0.0002","0.0016","0.0001"
"5.3.3.8","0.00533","0.02092","0.0009","0.0002","0.0008","0.0005","0.0006","0.0002","0.0006","0.0001","0.0008","0.0001","0.0015","0.0001","0.0014","0.0002","0.0014","0.0001"
"1.4.3.10","0.02668","0.0501","0.0009","0.0002","0.0008","0.0001","0.0009","0.0003","0.0008","0.0004","0.0013","0.0004","0.0011","0.0001","0.0017","0.0004","0.0006","0.0001"
"3.2.1.35","0.002152","0.01834","0.0011","0.0003","0.0006","0.0003","0.0018","0.0002","0.0005","0.0001","0.0011","0.0003","0.0007","0","0.0016","0.0001","0.0005","0"
"1.1.1.310","0.275","0.3031","0.001","0.0002","0.0009","0.0001","0.0008","0.0001","0.0008","0.0002","0.0014","0.0007","0.001","0.0003","0.0012","0.0002","0.0009","0.0001"
"3.6.3.6","0.3096","0.3357","0.0011","0.0005","0.0009","0.0003","0.0008","0.0004","0.0011","0.0005","0.0007","0.0002","0.001","0.0002","0.0015","0.0007","0.001","0.0001"
"5.3.99.10","0.00311","0.01834","0.0024","0.001","0.0005","0.0004","0.0005","0.0002","0.0002","0","0.0021","0.0013","0.0004","0.0001","0.0008","0.0003","0.0008","0.0001"
"2.3.2.5","0.007855","0.02421","0.0012","0.0004","0.0005","0.0001","0.0012","0.0006","0.0002","0.0002","0.0012","0.0006","0.0016","0.0002","0.0009","0.0004","0.0008","0.0002"
"2.6.1.98","0.009131","0.02568","0.0009","0.0003","0.0007","0.0001","0.001","0.0001","0.0007","0.0002","0.0009","0.0002","0.0015","0.0001","0.0007","0.0003","0.0012","0.0002"
"1.3.99.27","0.1113","0.1422","0.001","0.0002","0.0011","0.0003","0.0008","0.0001","0.0012","0.0003","0.0007","0.0001","0.0008","0.0001","0.001","0.0004","0.001","0"
"2.7.1.27","0.008637","0.02522","0.0015","0.0006","0.0008","0.0007","0.0017","0.0007","0","0","0.0013","0.0003","0.0007","0","0.0009","0.0006","0.0005","0.0001"
"2.1.1.157","0.006223","0.02233","0.001","0.0004","0.0006","0.0005","0.0019","0.0003","0.0005","0.0001","0.0009","0.0003","0.0007","0","0.0014","0.0006","0.0005","0"
"3.1.3.89","0.001457","0.01834","0.002","0.0007","0.0004","0.0004","0.0009","0.0002","0.0002","0","0.002","0.0008","0.0003","0.0001","0.0011","0.0002","0.0005","0.0001"
"2.1.1.210","0.08818","0.1192","0.0009","0.0003","0.001","0.0003","0.0008","0.0001","0.0012","0.0003","0.0007","0.0001","0.0007","0.0001","0.001","0.0004","0.001","0.0001"
"3.1.30.1","0.02162","0.04384","0.0008","0.0002","0.0008","0.0003","0.0007","0.0003","0.0009","0.0004","0.0005","0.0001","0.0012","0.0002","0.001","0.0004","0.0014","0.0002"
"1.13.11.15","0.02405","0.04706","0.0008","0.0002","0.0007","0.0006","0.0008","0.0004","0.0003","0.0002","0.0008","0.0003","0.0011","0.0001","0.0017","0.0002","0.001","0.0002"
"2.3.1.182","0.03923","0.06578","0.0007","0.0004","0.0009","0.0007","0.0008","0.0004","0.0007","0.0006","0.0005","0.0002","0.0018","0.0002","0.0006","0.0002","0.001","0.0002"
"4.2.1.131","0.12","0.1513","0.0009","0.0003","0.001","0.0002","0.0007","0.0001","0.0012","0.0003","0.0007","0.0001","0.0007","0.0001","0.0009","0.0004","0.001","0.0001"
"1.13.11.20","0.008375","0.02501","0.0015","0.0006","0.0004","0.0003","0.0014","0.0004","0.0002","0.0001","0.0012","0.0002","0.0007","0.0003","0.0009","0.0005","0.0007","0.0001"
"2.7.8.20","0.005602","0.02139","0.0018","0.0008","0.0004","0.0003","0.0004","0.0001","0.0001","0.0001","0.0019","0.0014","0.0009","0.0002","0.0006","0.0001","0.0008","0.0001"
"1.1.1.371","0.04212","0.06876","0.0013","0.0006","0.0005","0.0002","0.001","0.0004","0.0003","0","0.001","0.0003","0.0008","0.0001","0.0011","0.0004","0.0008","0.0001"
"1.4.1.18","0.02988","0.05383","0.001","0.0004","0.0008","0.0005","0.0011","0.0006","0.001","0.0012","0.0019","0.0013","0.0005","0.0002","0.0004","0.0001","0.0002","0"
"2.7.7.83","0.2827","0.3104","0.0008","0.0002","0.0007","0.0005","0.0005","0.0002","0.0011","0.0006","0.0007","0.0002","0.0009","0.0004","0.001","0.0003","0.001","0.0001"
"2.7.1.76","0.00445","0.01956","0.0021","0.0009","0.0005","0.0004","0.0003","0.0001","0.0001","0","0.002","0.0014","0.0003","0.0001","0.0007","0.0003","0.0007","0.0001"
"2.7.1.74","0.004067","0.01906","0.0021","0.0009","0.0005","0.0004","0.0003","0.0001","0.0001","0","0.002","0.0014","0.0003","0.0001","0.0007","0.0003","0.0007","0.0001"
"2.7.2.7","0.00792","0.02428","0.0018","0.0004","0.0004","0.0003","0.0006","0.0002","0.0001","0.0001","0.0014","0.0008","0.0006","0.0001","0.0007","0.0006","0.0009","0.0001"
"1.14.19.8","0.001763","0.01834","0.0014","0.0005","0.0004","0.0003","0.0005","0.0002","0.0001","0","0.0021","0.0011","0.0002","0","0.0015","0.0012","0.0004","0"
"1.4.1.16","0.001428","0.01834","0.0017","0.0007","0.0003","0.0003","0.0007","0.0002","0.0001","0","0.0021","0.0013","0.0003","0.0001","0.0009","0.0003","0.0004","0.0001"
"4.1.1.79","0.009423","0.02608","0.0008","0.0006","0.0007","0.0002","0.0003","0.0002","0.0016","0.0009","0.0008","0.0004","0.0002","0.0001","0.0005","0.0001","0.0015","0.0001"
"1.1.1.289","0.01414","0.03305","0.0005","0.0003","0.0007","0.0004","0.0006","0.0003","0.0009","0.0004","0.0003","0.0001","0.001","0.0001","0.001","0.0003","0.0013","0.0002"
"1.5.1.39","0.03885","0.06559","0.0011","0.0002","0.0008","0.0004","0.0012","0.0003","0.0004","0.0001","0.0008","0.0002","0.0006","0.0001","0.0009","0.0006","0.0005","0"
"1.3.1.13","0.05057","0.07858","0.0005","0.0005","0.001","0.0011","0.0007","0.0008","0.0008","0.0006","0.0002","0.0002","0.0017","0.0003","0.0007","0.0002","0.0008","0.0001"
"3.1.27.6","0.02317","0.04594","0.0005","0.0003","0.0007","0.0004","0.0005","0.0003","0.0009","0.0004","0.0003","0.0001","0.0009","0.0001","0.0009","0.0004","0.0013","0.0002"
"2.7.1.113","0.004561","0.01974","0.0019","0.0007","0.0004","0.0004","0.0003","0.0001","0.0001","0","0.0019","0.0013","0.0003","0.0001","0.0006","0.0002","0.0007","0.0001"
"2.3.1.50","0.01785","0.03873","0.0005","0.0003","0.0007","0.0004","0.0005","0.0003","0.0009","0.0004","0.0003","0.0001","0.0009","0.0001","0.0009","0.0004","0.0013","0.0002"
"1.3.1.104","0.007049","0.02293","0.0016","0.0007","0.0004","0.0002","0.0004","0.0002","0.0002","0.0001","0.002","0.0013","0.0003","0.0001","0.0005","0.0002","0.0007","0"
"1.1.1.338","0.06993","0.1018","0.001","0.0006","0.0005","0.0005","0.001","0.0007","0.0002","0.0001","0.0014","0.0012","0.0005","0.0001","0.0009","0.0001","0.0006","0.0001"
"1.1.1.51","0.02823","0.05167","0.001","0.0002","0.0008","0.0004","0.0011","0.0003","0.0003","0.0001","0.0008","0.0003","0.0006","0.0001","0.0008","0.0005","0.0003","0"
"1.14.13.148","0.002283","0.01834","0.001","0.0003","0.0006","0.0006","0.0015","0.0005","0","0","0.0016","0.0006","0.0003","0.0001","0.0006","0.0001","0.0002","0"
"2.1.1.43","0.006624","0.02254","0.0004","0.0001","0.0008","0.0003","0.0005","0.0001","0.0012","0.0004","0.0004","0","0.001","0.0001","0.0006","0.0004","0.0009","0.0001"
"6.2.1.13","0.005762","0.02173","0.0009","0.0005","0.0006","0.0005","0.0011","0.0002","0.0001","0.0001","0.0013","0.0002","0.0009","0.0002","0.0005","0.0001","0.0003","0.0001"
"1.3.1.87","0.007416","0.02351","0.0008","0.0003","0.0008","0.0004","0.0007","0.0005","0.0007","0.0003","0.0005","0.0001","0.0003","0","0.0017","0.0008","0.0003","0.0001"
"4.1.1.22","0.09314","0.1244","0.0007","0.0004","0.0005","0.0004","0.0008","0.0002","0.0002","0.0002","0.0009","0.0003","0.001","0.0002","0.001","0.0001","0.0005","0.0001"
"1.1.1.6","0.002811","0.01834","0.0014","0.0011","0.0003","0.0001","0.0005","0.0003","0.0004","0.0001","0.0015","0.0007","0.0002","0","0.0012","0.0004","0.0002","0.0001"
"1.1.1.316","0.02052","0.04243","0.0011","0.0005","0.0003","0.0001","0.0011","0.0005","0.0002","0.0001","0.0008","0.0002","0.0006","0.0001","0.0008","0.0005","0.0006","0.0001"
"2.1.1.35","0.01552","0.03529","0.0012","0.0005","0.0004","0.0005","0.0004","0","0.0001","0.0001","0.0013","0.0009","0.0008","0.0001","0.0006","0.0002","0.0007","0.0001"
"3.4.11.6","0.02763","0.05098","0.0016","0.0009","0.0004","0.0003","0.0005","0.0004","0.0003","0.0003","0.0014","0.0009","0.0003","0","0.0004","0.0002","0.0006","0.0001"
"2.6.1.103","0.01411","0.03304","0.0009","0.0005","0.0004","0.0003","0.0009","0.0002","0","0","0.001","0.0004","0.0009","0.0001","0.001","0","0.0004","0.0001"
"1.1.1.206","0.01746","0.03812","0.0007","0.0002","0.0005","0.0002","0.001","0.0005","0.0003","0.0002","0.0004","0.0001","0.0011","0.0002","0.0008","0.0004","0.0006","0.0001"
"2.1.1.103","0.09765","0.1286","0.0009","0.0003","0.0006","0.0004","0.001","0.0006","0.0002","0.0001","0.0008","0.0002","0.0005","0.0001","0.0007","0.0002","0.0006","0.0001"
"1.13.11.52","0.021","0.04302","0.0008","0.0004","0.0007","0.0005","0.0008","0.0004","0.001","0.0012","0.0011","0.0005","0.0003","0","0.0003","0.0001","0.0001","0"
"4.99.1.2","0.01635","0.03635","0.0005","0.0006","0.0003","0.0003","0.0004","0.0003","0.0009","0.0001","0.0002","0.0001","0.001","0.0002","0.001","0.0004","0.0008","0.0001"
"3.2.2.24","0.001965","0.01834","0.001","0.0003","0.0005","0.0002","0.0008","0.0001","0.0003","0.0001","0.0014","0.0011","0.0003","0","0.0006","0.0001","0.0002","0"
"1.13.11.80","0.02248","0.04489","0.0009","0.0004","0.0007","0.0004","0.001","0.0003","0.0003","0","0.0008","0.0003","0.0005","0.0001","0.0006","0.0004","0.0003","0"
"3.2.1.136","0.003721","0.01878","0.001","0.0003","0.0003","0.0004","0.0007","0.0003","0.0001","0","0.0015","0.001","0.0003","0.0001","0.001","0.0003","0.0002","0"
"4.1.3.45","0.02683","0.0503","0.0006","0","0.0005","0.0002","0.0008","0.0004","0.0004","0.0003","0.0003","0.0001","0.001","0.0002","0.0009","0.0004","0.0006","0.0001"
"3.13.1.3","0.04437","0.07127","0.0007","0.0005","0.0003","0","0.0004","0.0001","0.0007","0.0002","0.0006","0.0003","0.0009","0.0002","0.0006","0.0002","0.0008","0.0001"
"3.5.1.100","0.03408","0.05915","0.0006","0.0005","0.0005","0.0005","0.0005","0.0004","0.0006","0.0001","0.0002","0.0001","0.0009","0.0002","0.0011","0.0003","0.0006","0.0001"
"2.4.1.212","0.003032","0.01834","0.0008","0.0001","0.0005","0.0001","0.0007","0","0.0004","0.0003","0.0013","0.0008","0.0004","0.0001","0.0005","0.0001","0.0004","0"
"1.2.7.7","0.004821","0.01997","0.0006","0.0001","0.0005","0.0002","0.0004","0","0.0004","0.0001","0.0006","0.0002","0.001","0.0002","0.0006","0.0001","0.001","0.0001"
"5.4.99.1","0.002817","0.01834","0.0006","0.0003","0.0001","0.0001","0.001","0.0006","0","0.0001","0.0007","0.0002","0.0003","0.0001","0.002","0.002","0.0003","0.0001"
"1.14.18.1","0.03391","0.0589","0.0008","0.0003","0.0004","0.0003","0.0008","0.0002","0.0004","0.0001","0.0007","0.0003","0.0006","0.0001","0.0007","0","0.0004","0"
"2.4.1.217","0.005623","0.02139","0.0009","0.0005","0.0005","0.0003","0.0009","0.0002","0","0","0.001","0.0005","0.0004","0.0001","0.001","0","0.0002","0.0001"
"1.14.12.19","0.009938","0.02661","0.0008","0.0005","0.0008","0.0011","0.0009","0.0009","0.0001","0.0001","0.0003","0.0002","0.0002","0","0.0015","0.0007","0.0002","0"
"6.3.1.1","0.005106","0.02043","0.0008","0.0003","0.0004","0.0002","0.0005","0.0001","0.0002","0.0002","0.0004","0.0001","0.0009","0.0001","0.0008","0.0004","0.0007","0.0001"
"3.1.6.8","0.3135","0.3392","0.0006","0.0002","0.0005","0.0004","0.0003","0.0001","0.0007","0.0002","0.0005","0.0002","0.0006","0.0003","0.0007","0.0002","0.0007","0.0001"
"4.4.1.24","0.02716","0.05036","0.0005","0.0001","0.0002","0.0002","0.0003","0.0001","0.0003","0.0003","0.0008","0.0009","0.0005","0.0002","0.0014","0.0002","0.0008","0.0002"
"1.14.13.114","0.009961","0.02661","0.0006","0.0005","0.0003","0","0.0005","0.0002","0.0006","0.0002","0.0003","0.0001","0.001","0.0002","0.0006","0.0002","0.0007","0.0001"
"5.3.99.11","0.004922","0.02017","0.0007","0.0001","0.0003","0.0002","0.0006","0.0003","0.0001","0.0001","0.0005","0.0002","0.0011","0.0001","0.0005","0.0001","0.0006","0"
"1.14.15.13","0.001622","0.01834","0.0011","0.0003","0.0002","0.0002","0.0005","0.0002","0","0","0.0014","0.001","0.0001","0","0.0009","0.0005","0.0002","0"
"2.8.3.15","0.002837","0.01834","0.001","0.0005","0.0005","0.0003","0.0008","0.0005","0.0001","0","0.001","0.0004","0.0005","0.0001","0.0005","0.0001","0.0002","0"
"1.14.13.200","0.004188","0.01921","0.0006","0.0002","0.0005","0.0001","0.0003","0.0001","0.0006","0.0004","0.0007","0.0002","0.0003","0.0001","0.001","0.0007","0.0004","0"
"3.1.2.4","0.06286","0.0938","0.0007","0.0003","0.0006","0.0003","0.0009","0.0002","0.0003","0","0.0006","0.0002","0.0005","0","0.0005","0.0003","0.0004","0"
"1.1.1.8","0.02627","0.04971","0.0007","0.0004","0.0006","0.0003","0.0007","0.0005","0.001","0.0012","0.0009","0.0006","0.0002","0","0.0002","0.0001","0.0001","0"
"1.2.98.1","0.003462","0.01868","0.0005","0.0004","0.0006","0.0004","0.0011","0.0005","0.0001","0.0001","0.0013","0.0003","0.0003","0","0.0002","0.0001","0.0001","0"
"2.4.1.291","0.002237","0.01834","0.0008","0.0002","0.0003","0.0002","0.0007","0.0004","0","0","0.001","0.0004","0.0007","0.0002","0.0004","0","0.0003","0.0001"
"1.1.1.339","0.003549","0.01868","0.0008","0.0003","0.0003","0.0002","0.0007","0.0004","0.0001","0.0001","0.0009","0.0004","0.0009","0.0002","0.0004","0.0001","0.0003","0.0001"
"3.5.1.106","0.01242","0.03056","0.0005","0.0006","0.0003","0.0001","0.0004","0.0001","0.0008","0.0002","0.0002","0.0001","0.001","0.0002","0.0005","0.0001","0.0007","0.0001"
"2.1.4.1","0.0024","0.01834","0.0009","0.0002","0.0003","0.0002","0.0004","0.0001","0","0","0.0013","0.001","0.0002","0","0.0009","0.0005","0.0002","0"
"2.7.1.60","0.0127","0.03098","0.0007","0.0002","0.0003","0.0001","0.0007","0.0002","0.0001","0","0.0006","0.0002","0.0007","0.0001","0.0005","0.0001","0.0005","0.0001"
"3.4.11.15","0.001925","0.01834","0.0009","0.0004","0.0003","0.0003","0.0003","0.0001","0","0","0.0013","0.0004","0.0002","0.0001","0.0006","0.0002","0.0005","0.0001"
"3.1.1.81","0.006969","0.02282","0.0008","0.0002","0.0004","0.0003","0.0005","0.0002","0.0001","0","0.001","0.0008","0.0004","0.0001","0.0006","0.0001","0.0002","0"
"1.1.1.290","0.07824","0.11","0.0004","0.0001","0.0005","0.0003","0.0003","0.0001","0.0004","0.0001","0.0004","0.0001","0.0008","0.0001","0.0006","0.0004","0.0007","0"
"3.4.21.62","0.00226","0.01834","0.0012","0.0006","0.0002","0.0002","0.0004","0.0002","0.0001","0","0.0011","0.0005","0.0002","0","0.0005","0.0003","0.0002","0"
"1.17.3.2","0.005071","0.02038","0.0005","0.0006","0.0001","0.0001","0.0003","0.0001","0.0006","0.0001","0.0002","0.0001","0.0012","0.0003","0.0004","0.0001","0.0007","0.0001"
"1.1.5.8","0.044","0.07084","0.0004","0.0003","0.0004","0.0002","0.0003","0.0002","0.0006","0.0002","0.0002","0.0001","0.0005","0.0001","0.0007","0.0003","0.0008","0.0001"
"4.2.1.28","0.001784","0.01834","0.0006","0.0002","0.0002","0.0002","0.0007","0.0003","0.0001","0.0001","0.0011","0.0005","0.0002","0.0001","0.001","0.0004","0","0"
"3.5.1.41","0.07549","0.1074","0.0008","0.0011","0.0003","0.0002","0.0004","0.0002","0.0004","0.0002","0.0002","0.0001","0.0006","0.0001","0.0006","0.0001","0.0006","0.0001"
"4.2.1.120","0.05508","0.08423","0.0003","0.0002","0.0004","0.0002","0.0004","0.0001","0.0007","0.0003","0.0003","0.0001","0.0003","0.0001","0.0012","0.0009","0.0003","0.0001"
"5.3.3.3","0.05508","0.08423","0.0003","0.0002","0.0004","0.0002","0.0004","0.0001","0.0007","0.0003","0.0003","0.0001","0.0003","0.0001","0.0012","0.0009","0.0003","0.0001"
"4.2.1.43","0.02244","0.04487","0.0005","0.0001","0.0005","0.0006","0.0007","0.0004","0.0001","0.0001","0.0004","0.0001","0.0005","0","0.0009","0.0003","0.0002","0"
"2.3.3.15","0.07788","0.1097","0.0005","0.0001","0.0006","0.0005","0.0006","0.0004","0.0002","0","0.0003","0.0002","0.0005","0","0.0009","0.0004","0.0004","0"
"4.2.1.114","0.008083","0.02447","0.0005","0.0003","0.0004","0","0.0003","0.0001","0.0008","0.0005","0.0007","0.0003","0.0002","0.0001","0.0003","0","0.0007","0"
"1.1.99.28","0.04793","0.07543","0.001","0.0003","0.0003","0.0001","0.0005","0.0003","0.0002","0.0001","0.0006","0.0004","0.0004","0","0.0006","0.0003","0.0002","0"
"1.12.1.2","0.06077","0.09136","0.0008","0.0006","0.0005","0.0004","0.0004","0.0001","0.0002","0.0001","0.0006","0.0003","0.0007","0.0001","0.0004","0.0002","0.0003","0.0001"
"3.4.11.14","0.03731","0.06371","0.0003","0.0001","0.0005","0.0002","0.0005","0.0003","0.0005","0.0002","0.0002","0.0001","0.0006","0.0001","0.0006","0.0003","0.0005","0.0001"
"2.1.1.179","0.002101","0.01834","0.0007","0.0002","0.0002","0.0001","0.0002","0.0001","0.0001","0","0.0012","0.001","0.0001","0","0.0011","0.001","0.0002","0"
"3.2.1.183","0.04168","0.06825","0.0007","0.0003","0.0005","0.0006","0.0009","0.0007","0","0","0.0006","0.0002","0.0006","0.0001","0.0002","0.0001","0.0003","0"
"4.6.1.13","0.02471","0.04794","0.0003","0.0001","0.0004","0.0003","0.0006","0.0002","0.0002","0.0002","0.0004","0.0002","0.0009","0.0001","0.0005","0.0001","0.0005","0.0002"
"1.5.1.34","0.007546","0.02364","0.0006","0.0003","0.0005","0.0006","0.0008","0.0008","0.0001","0","0.0004","0.0002","0.0002","0","0.001","0.0004","0.0001","0"
"4.2.1.56","0.01259","0.0309","0.0004","0.0005","0.0002","0.0001","0.0003","0.0001","0.0006","0.0001","0.0002","0.0001","0.0009","0.0002","0.0005","0.0001","0.0006","0.0001"
"1.2.1.5","0.05127","0.07922","0.0006","0.0004","0.0006","0.0007","0.0008","0.0007","0.0002","0.0001","0.0006","0.0002","0.0002","0","0.0003","0.0001","0.0002","0"
"5.1.3.8","0.008521","0.02513","0.0005","0.0001","0.0003","0.0002","0.0005","0.0001","0.0002","0.0002","0.0007","0.0004","0.0008","0.0001","0.0002","0.0001","0.0004","0.0001"
"5.3.1.25","0.00178","0.01834","0.0009","0.0003","0.0002","0.0001","0.0004","0.0001","0.0002","0.0001","0.0008","0.0004","0.0002","0","0.0005","0.0001","0.0003","0"
"1.8.3.1","0.1214","0.1527","0.0004","0.0001","0.0003","0.0002","0.0005","0.0003","0.0005","0.0002","0.0003","0.0001","0.0004","0.0001","0.0009","0.0004","0.0004","0.0001"
"1.1.1.87","0.01999","0.0418","0.0005","0.0003","0.0003","0","0.0002","0.0001","0.0008","0.0005","0.0006","0.0003","0.0002","0.0001","0.0003","0","0.0007","0"
"1.2.1.77","0.009516","0.02614","0.0005","0.0005","0.0001","0","0.0003","0.0001","0.0005","0.0001","0.0002","0.0001","0.0009","0.0002","0.0004","0.0001","0.0006","0.0001"
"6.3.2.38","0.01765","0.03839","0.0007","0.0005","0.0004","0.0005","0.0008","0.0007","0","0","0.0008","0.0004","0.0003","0","0.0002","0.0001","0.0002","0"
"3.6.1.21","0.03107","0.05517","0.0003","0.0002","0.0004","0.0003","0.0003","0.0002","0.0005","0.0002","0.0001","0","0.0005","0.0001","0.0006","0.0003","0.0007","0.0001"
"3.5.1.99","0.3297","0.3546","0.0005","0.0002","0.0004","0","0.0004","0.0001","0.0004","0.0003","0.0004","0.0001","0.0004","0","0.0005","0.0001","0.0004","0"
"1.1.1.302","0.002565","0.01834","0.0007","0.0002","0.0002","0.0001","0.0002","0.0001","0","0","0.0012","0.001","0.0001","0","0.0008","0.0006","0.0002","0"
"6.3.2.39","0.0179","0.03873","0.0007","0.0005","0.0004","0.0005","0.0008","0.0007","0","0","0.0008","0.0004","0.0003","0","0.0002","0.0001","0.0002","0"
"2.1.1.100","0.01484","0.03417","0.0003","0.0002","0.0003","0.0001","0.0005","0.0001","0.0002","0.0003","0.0002","0.0001","0.0009","0.0001","0.0003","0.0002","0.0007","0.0002"
"3.5.99.3","0.02606","0.04956","0.0007","0.0004","0.0004","0.0005","0.001","0.0009","0","0","0.0006","0.0003","0.0003","0","0.0002","0.0001","0.0002","0"
"2.7.1.87","0.002074","0.01834","0.0007","0.0002","0.0002","0.0001","0.0002","0.0001","0","0","0.0012","0.001","0.0001","0","0.0008","0.0006","0.0002","0"
"1.14.99.44","0.06492","0.09636","0.0006","0.0004","0.0001","0.0001","0.0008","0.0005","0.0001","0.0001","0.0003","0.0002","0.0004","0.0002","0.0006","0.0004","0.0004","0"
"2.1.1.243","0.002254","0.01834","0.0007","0.0002","0.0002","0.0001","0.0002","0.0001","0","0","0.0011","0.001","0.0001","0","0.0008","0.0006","0.0002","0"
"4.2.1.116","0.4221","0.4441","0.0004","0.0001","0.0003","0.0001","0.0004","0.0002","0.0004","0.0001","0.0005","0.0002","0.0003","0.0001","0.0007","0.0003","0.0003","0.0001"
"4.1.99.1","0.003949","0.0188","0.0005","0.0002","0.0002","0.0001","0.0004","0.0001","0.0002","0.0001","0.0005","0.0002","0.0002","0","0.0011","0.001","0.0001","0"
"2.1.1.11","0.008928","0.02534","0.0004","0.0001","0.0003","0.0001","0.0005","0.0001","0.0003","0.0001","0.0009","0.0004","0.0002","0.0001","0.0004","0.0001","0.0002","0"
"3.4.21.96","0.006465","0.0225","0.0008","0.0003","0.0002","0.0002","0.0004","0.0002","0","0","0.001","0.0006","0.0002","0","0.0003","0.0003","0.0004","0.0001"
