Name,P-value,corrected pvalue,ASTb-Mean(%),ASTb-Sd(%),ASCK-Mean(%),ASCK-Sd(%),KDTb-Mean(%),KDTb-Sd(%),KDCK-Mean(%),KDCK-Sd(%),XBTb-Mean(%),XBTb-Sd(%),XBCK-Mean(%),XBCK-Sd(%),XYTb-Mean(%),XYTb-Sd(%),XYCK-Mean(%),XYCK-Sd(%)
"6.3.1.10","0.1439","0.1759","0.0634","0.0057","0.0599","0.0054","0.0602","0.0019","0.0547","0.0045","0.0638","0.0051","0.0571","0.0045","0.0666","0.0059","0.0593","0.0014"
"1.1.1.14","0.7376","0.7446","0.0629","0.0078","0.0562","0.0098","0.0647","0.0065","0.0626","0.0088","0.0634","0.0095","0.0556","0.0155","0.0558","0.0016","0.0631","0.002"
"2.7.1.130","0.001698","0.01834","0.0492","0.0008","0.0668","0.0096","0.0519","0.0104","0.0848","0.0061","0.0399","0.0063","0.0715","0.0047","0.0481","0.0163","0.0702","0.0013"
"3.4.25.2","0.003333","0.01859","0.0548","0.0029","0.0645","0.0055","0.0539","0.0111","0.0808","0.0041","0.0468","0.0034","0.0662","0.0029","0.0489","0.0169","0.0664","0.0006"
"5.1.99.6","0.09571","0.127","0.0563","0.0091","0.0669","0.0095","0.0583","0.0031","0.076","0.0085","0.0549","0.0085","0.0608","0.0082","0.0489","0.0115","0.0598","0.0026"
"2.8.4.4","0.003065","0.01834","0.0539","0.0044","0.0666","0.0094","0.0546","0.0107","0.0782","0.0058","0.0463","0.0059","0.0695","0.0053","0.0454","0.0144","0.0676","0.001"
"1.1.1.40","0.01485","0.03417","0.0552","0.0065","0.0655","0.0061","0.0561","0.0133","0.0723","0.0047","0.0439","0.0078","0.0699","0.0084","0.0542","0.017","0.064","0.0005"
"3.5.1.25","0.2973","0.3241","0.059","0.0108","0.0556","0.011","0.0545","0.0046","0.0571","0.0009","0.0604","0.006","0.0604","0.0052","0.069","0.0094","0.0638","0.0005"
"2.7.7.12","0.2164","0.2494","0.0577","0.0051","0.0583","0.0042","0.0566","0.0088","0.0639","0.0025","0.064","0.0039","0.0564","0.0058","0.062","0.0089","0.06","0.001"
"5.3.1.22","0.007944","0.02428","0.0573","0.0064","0.056","0.0035","0.0604","0.0073","0.0518","0.0015","0.0532","0.0062","0.0684","0.0027","0.0615","0.0032","0.0645","0.0008"
"2.7.9.2","0.001329","0.01834","0.0688","0.0043","0.0489","0.0057","0.0684","0.0088","0.0408","0.0032","0.084","0.0109","0.0425","0.0021","0.0741","0.0135","0.0449","0.0005"
"3.6.1.22","0.3093","0.3356","0.0586","0.0032","0.0582","0.0098","0.0596","0.003","0.0588","0.0061","0.061","0.0039","0.0531","0.0055","0.0651","0.0088","0.0564","0.0013"
"2.7.1.6","0.003627","0.01872","0.0649","0.0066","0.0562","0.0052","0.0651","0.009","0.0454","0.0034","0.0727","0.004","0.0514","0.0058","0.063","0.0103","0.0505","0.0009"
"2.1.1.191","0.1751","0.2089","0.0597","0.0049","0.0608","0.0119","0.0541","0.0088","0.064","0.0076","0.0516","0.0073","0.0665","0.0088","0.0517","0.0153","0.0595","0.0027"
"1.2.7.8","0.06558","0.09721","0.0532","0.0052","0.0589","0.0087","0.0585","0.0083","0.0635","0.0048","0.0507","0.0075","0.0656","0.0085","0.0539","0.0083","0.063","0.0014"
"2.4.1.129","0.003154","0.01834","0.0642","0.0045","0.0548","0.0032","0.0609","0.0088","0.0484","0.0022","0.0713","0.0067","0.0503","0.005","0.0631","0.0101","0.0538","0.0007"
"3.1.3.82","0.002952","0.01834","0.0495","0.0025","0.0637","0.0082","0.053","0.0093","0.0753","0.0052","0.0429","0.0053","0.0686","0.005","0.0453","0.0153","0.0668","0.001"
"3.1.3.83","0.002952","0.01834","0.0495","0.0025","0.0637","0.0082","0.053","0.0093","0.0753","0.0052","0.0429","0.0053","0.0686","0.005","0.0453","0.0153","0.0668","0.001"
"5.3.1.13","0.003552","0.01868","0.0499","0.0013","0.0648","0.0084","0.0529","0.0113","0.0736","0.0051","0.0411","0.0064","0.0685","0.005","0.0482","0.0166","0.0653","0.0012"
"1.2.4.4","0.02106","0.04307","0.0694","0.0101","0.0555","0.0136","0.0662","0.0077","0.0457","0.0088","0.0701","0.0081","0.0563","0.0082","0.0515","0.0077","0.0494","0.0022"
"2.1.1.171","0.5743","0.5889","0.0566","0.0016","0.0569","0.0089","0.0588","0.0025","0.0565","0.0007","0.0609","0.0042","0.0547","0.0037","0.0591","0.0073","0.0568","0.0005"
"1.11.1.5","0.02067","0.0425","0.0557","0.0025","0.0586","0.0016","0.0566","0.0115","0.0603","0.0056","0.0462","0.0083","0.0686","0.0031","0.0544","0.015","0.0591","0.0013"
"3.2.1.22","0.05923","0.08947","0.0623","0.0096","0.0453","0.0122","0.0566","0.0083","0.0421","0.0072","0.059","0.0068","0.0636","0.0119","0.0695","0.0093","0.06","0.001"
"4.1.1.17","0.004579","0.01974","0.0491","0.0054","0.0646","0.0136","0.0503","0.0077","0.0783","0.0072","0.0432","0.0067","0.0602","0.0084","0.0481","0.0098","0.0638","0.0016"
"2.9.1.1","0.08562","0.1168","0.0638","0.0097","0.0524","0.0137","0.0663","0.0125","0.0471","0.0046","0.0645","0.0069","0.0524","0.0098","0.0568","0.0036","0.0535","0.0008"
"1.13.11.49","0.008631","0.02522","0.0617","0.0054","0.0541","0.0045","0.0611","0.01","0.0451","0.0034","0.0691","0.0055","0.0502","0.0072","0.0615","0.0107","0.0523","0.0009"
"2.5.1.48","0.001719","0.01834","0.0655","0.0037","0.0536","0.0025","0.0647","0.0077","0.045","0.0026","0.0748","0.0078","0.0438","0.0032","0.0639","0.0117","0.0435","0.0002"
"2.1.1.45","0.049","0.07667","0.0573","0.0034","0.0579","0.0055","0.0561","0.0034","0.0492","0.0042","0.0564","0.0027","0.0616","0.0042","0.0599","0.0012","0.0561","0.0006"
"4.1.1.19","0.003239","0.01834","0.0473","0.0014","0.0586","0.0124","0.0492","0.0097","0.0688","0.0038","0.0397","0.0051","0.0729","0.004","0.0494","0.015","0.0667","0.0003"
"1.1.2.3","0.7194","0.7279","0.0553","0.0055","0.057","0.0094","0.0567","0.0028","0.0561","0.0089","0.0589","0.0067","0.0535","0.006","0.0587","0.005","0.0528","0.0011"
"3.6.3.41","0.317","0.3425","0.0566","0.0082","0.0605","0.0115","0.061","0.0075","0.0604","0.0028","0.0526","0.007","0.0568","0.0045","0.0464","0.0099","0.0547","0.0003"
"6.3.5.10","0.1812","0.2147","0.0578","0.0048","0.0555","0.006","0.0557","0.002","0.0515","0.0045","0.0595","0.0054","0.0521","0.0042","0.0606","0.0064","0.0556","0.0014"
"1.4.1.2","0.009346","0.02601","0.0593","0.0053","0.0557","0.0069","0.0556","0.0047","0.0525","0.0051","0.0632","0.0071","0.0453","0.0041","0.0648","0.0099","0.05","0.0006"
"2.6.99.2","0.004296","0.01944","0.0515","0.0039","0.0635","0.0073","0.0533","0.0114","0.0694","0.001","0.0435","0.0064","0.0619","0.0015","0.0448","0.0132","0.0576","0.0008"
"3.5.3.11","0.002429","0.01834","0.0617","0.0031","0.0498","0.0075","0.0604","0.0028","0.0457","0.0021","0.0671","0.004","0.048","0.0023","0.0587","0.0069","0.0482","0.0003"
"4.2.1.18","0.04787","0.07538","0.0521","0.0014","0.0537","0.0067","0.0539","0.0032","0.0573","0.0041","0.0509","0.0032","0.0584","0.0033","0.0568","0.002","0.0564","0.0006"
"3.6.3.30","0.005161","0.02062","0.0626","0.0026","0.0546","0.0096","0.0592","0.0033","0.0459","0.0023","0.066","0.005","0.0481","0.0031","0.0551","0.0015","0.0475","0.0005"
"2.5.1.16","0.04148","0.06807","0.0559","0.002","0.0525","0.0076","0.0498","0.0041","0.0571","0.0044","0.0569","0.0045","0.0506","0.0018","0.0621","0.0053","0.0515","0.0009"
"1.5.1.3","0.03866","0.06532","0.0549","0.0053","0.0576","0.0049","0.0525","0.0065","0.0549","0.0042","0.0488","0.0009","0.0612","0.0045","0.0507","0.0097","0.0552","0.0005"
"3.4.25.1","0.001455","0.01834","0.0609","0.0026","0.0488","0.0068","0.06","0.0155","0.0351","0.0066","0.0761","0.0101","0.0393","0.0023","0.0712","0.0291","0.044","0.0009"
"1.1.1.271","0.001406","0.01834","0.0453","0.0017","0.0604","0.003","0.0504","0.0109","0.0663","0.0021","0.038","0.0069","0.0678","0.0007","0.0427","0.0151","0.0632","0.0003"
"2.7.8.33","0.002082","0.01834","0.0599","0.0052","0.0515","0.0049","0.0573","0.0133","0.047","0.0026","0.0711","0.0058","0.0414","0.0008","0.0577","0.0136","0.0458","0.0004"
"3.1.26.11","0.01328","0.03192","0.0571","0.0022","0.0494","0.0053","0.0552","0.0017","0.0462","0.001","0.0598","0.0035","0.0524","0.0048","0.0584","0.0083","0.0515","0.001"
"4.3.1.7","0.003103","0.01834","0.0426","0.0121","0.0565","0.0114","0.0424","0.009","0.0695","0.0086","0.0325","0.0069","0.07","0.0044","0.0451","0.0141","0.0699","0.0017"
"1.1.5.2","0.2634","0.2919","0.055","0.016","0.0511","0.0192","0.0687","0.0244","0.0459","0.0043","0.0459","0.0104","0.0625","0.0071","0.0422","0.0204","0.0553","0.0014"
"3.6.3.4","0.5628","0.5779","0.053","0.0036","0.0561","0.0048","0.0545","0.0038","0.0522","0.0006","0.0552","0.003","0.0521","0.0044","0.0521","0.0032","0.0511","0"
"3.2.1.141","0.03365","0.05863","0.05","0.0054","0.0478","0.0088","0.052","0.005","0.0496","0.0014","0.0513","0.0054","0.056","0.0013","0.0608","0.004","0.0569","0.0017"
"3.4.21.83","0.0355","0.06118","0.0511","0.0067","0.0547","0.004","0.0523","0.0088","0.0535","0.0014","0.0467","0.0055","0.0588","0.0022","0.0478","0.0056","0.0592","0.0003"
"3.1.3.15","0.00111","0.01834","0.0614","0.0063","0.0503","0.0021","0.0592","0.0119","0.031","0.0025","0.0707","0.0061","0.0449","0.0013","0.0613","0.0133","0.0425","0.0008"
"2.3.2.6","0.0641","0.09539","0.052","0.0047","0.0573","0.0095","0.0565","0.0097","0.0536","0.0029","0.0463","0.0066","0.0582","0.0026","0.0434","0.0117","0.0525","0.0003"
"1.1.2.8","0.2299","0.2611","0.0545","0.0171","0.0523","0.0238","0.0687","0.0244","0.0446","0.003","0.0485","0.0089","0.0582","0.0038","0.0382","0.0177","0.0529","0.0018"
"2.7.1.170","0.003955","0.0188","0.0434","0.0059","0.0549","0.0102","0.0443","0.0092","0.0689","0.0039","0.0348","0.0045","0.0623","0.002","0.0474","0.0147","0.0617","0.0003"
"2.7.7.53","0.2163","0.2494","0.0524","0.0053","0.0507","0.0058","0.0533","0.0056","0.0531","0.005","0.0573","0.0041","0.0465","0.0058","0.0542","0.0079","0.0499","0.0009"
"3.6.1.8","0.001931","0.01834","0.0432","0.0029","0.0561","0.0065","0.0468","0.0052","0.0697","0.0031","0.0364","0.0061","0.059","0.002","0.0452","0.0118","0.0596","0.0002"
"2.7.1.31","0.002045","0.01834","0.0595","0.0056","0.0463","0.0046","0.0577","0.0132","0.033","0.0027","0.0695","0.0074","0.0417","0.0013","0.0632","0.0149","0.0423","0.0005"
"1.14.13.127","0.4107","0.4343","0.0487","0.0082","0.0477","0.0126","0.0495","0.0019","0.0537","0.0036","0.0495","0.0073","0.0497","0.0059","0.0616","0.009","0.0517","0.0014"
"4.1.2.22","0.1013","0.1318","0.0479","0.0056","0.0453","0.0124","0.049","0.007","0.0491","0.0008","0.051","0.0042","0.052","0.0017","0.0618","0.0092","0.0536","0.0002"
"4.1.2.9","0.1013","0.1318","0.0479","0.0056","0.0453","0.0124","0.049","0.007","0.0491","0.0008","0.051","0.0042","0.052","0.0017","0.0618","0.0092","0.0536","0.0002"
"1.5.5.2","0.4215","0.4437","0.0503","0.0014","0.0534","0.007","0.0545","0.0043","0.0536","0.004","0.0455","0.0075","0.0514","0.005","0.0502","0.0072","0.0494","0.0001"
"2.1.1.207","0.04817","0.07568","0.05","0.0029","0.0526","0.0008","0.0481","0.0066","0.0548","0.0017","0.046","0.0009","0.0522","0.0033","0.0475","0.0094","0.0511","0.0007"
"3.6.3.25","0.5533","0.5686","0.0503","0.0045","0.0516","0.0043","0.0515","0.0039","0.0505","0.0055","0.0456","0.0035","0.0522","0.0051","0.0509","0.0067","0.0491","0.0006"
"2.7.7.85","0.00272","0.01834","0.0583","0.0058","0.0474","0.0055","0.0533","0.0126","0.0414","0.0043","0.0671","0.0064","0.0376","0.0011","0.0546","0.0123","0.0418","0.0006"
"2.1.1.37","0.6001","0.6125","0.0503","0.0042","0.0488","0.005","0.0492","0.0028","0.0469","0.0021","0.0531","0.0059","0.0489","0.0035","0.0544","0.0081","0.0498","0.0013"
"4.3.1.17","0.0536","0.08236","0.0553","0.0097","0.0448","0.0098","0.0456","0.0036","0.0424","0.0051","0.0528","0.0063","0.0512","0.003","0.0605","0.0033","0.0487","0.0011"
"2.1.1.131","0.3297","0.3546","0.0498","0.005","0.0486","0.0077","0.0488","0.0036","0.0466","0.0057","0.0538","0.007","0.0448","0.0049","0.0567","0.009","0.0488","0.0017"
"5.4.99.15","0.04382","0.07065","0.0445","0.008","0.0464","0.0123","0.0438","0.0053","0.0562","0.0009","0.0456","0.0058","0.0495","0.0021","0.0568","0.0059","0.0527","0.0007"
"5.4.4.2","0.003029","0.01834","0.0555","0.0038","0.0462","0.0045","0.0505","0.0138","0.0348","0.0048","0.0663","0.0063","0.0367","0.0019","0.0627","0.0224","0.0424","0.0006"
"2.1.1.132","0.3939","0.4179","0.0491","0.006","0.0488","0.0073","0.0479","0.0023","0.0475","0.0057","0.0505","0.0061","0.0449","0.0048","0.0569","0.0076","0.0493","0.0017"
"2.7.9.3","0.007427","0.02351","0.0533","0.0078","0.0478","0.0075","0.053","0.0078","0.0407","0.0029","0.0603","0.0027","0.0437","0.0033","0.0523","0.008","0.0433","0.0011"
"2.1.1.17","0.01014","0.02696","0.0405","0.007","0.0561","0.0117","0.0465","0.0114","0.06","0.0061","0.0336","0.0076","0.0598","0.0075","0.035","0.0134","0.0623","0.0026"
"2.1.1.71","0.01014","0.02696","0.0405","0.007","0.0561","0.0117","0.0465","0.0114","0.06","0.0061","0.0336","0.0076","0.0598","0.0075","0.035","0.0134","0.0623","0.0026"
"5.4.99.60","0.4962","0.5147","0.0484","0.0059","0.0485","0.0078","0.0468","0.0027","0.0471","0.0058","0.0509","0.0064","0.0453","0.0049","0.0561","0.0084","0.0492","0.0016"
"5.4.99.61","0.4962","0.5147","0.0484","0.0059","0.0485","0.0078","0.0468","0.0027","0.0471","0.0058","0.0509","0.0064","0.0453","0.0049","0.0561","0.0084","0.0492","0.0016"
"2.7.1.12","0.002689","0.01834","0.0517","0.002","0.0419","0.0037","0.0525","0.0034","0.0386","0.002","0.054","0.0046","0.0496","0.0007","0.0556","0.0043","0.0483","0.0006"
"1.3.1.14","0.1057","0.1363","0.048","0.0076","0.0497","0.0083","0.0476","0.0056","0.0583","0.0081","0.0517","0.004","0.045","0.007","0.0415","0.0019","0.0501","0.0015"
"5.1.2.3","0.1182","0.1492","0.0452","0.0049","0.0495","0.0063","0.0516","0.0041","0.0512","0.0032","0.0438","0.0039","0.0527","0.0061","0.0452","0.0055","0.0524","0.0016"
"3.7.1.3","0.003234","0.01834","0.0509","0.0024","0.0442","0.0019","0.0512","0.0034","0.0415","0.0031","0.0556","0.0035","0.05","0.0017","0.0513","0.0063","0.0458","0.0002"
"2.1.1.133","0.5797","0.5939","0.048","0.0056","0.0484","0.0076","0.0466","0.0026","0.0468","0.0056","0.05","0.0061","0.0453","0.0049","0.0559","0.0085","0.0491","0.0016"
"2.1.1.271","0.5797","0.5939","0.048","0.0056","0.0484","0.0076","0.0466","0.0026","0.0468","0.0056","0.05","0.0061","0.0453","0.0049","0.0559","0.0085","0.0491","0.0016"
"3.4.13.22","0.3034","0.3293","0.0483","0.0036","0.0506","0.0047","0.0465","0.0018","0.0488","0.0041","0.0447","0.0043","0.0491","0.0032","0.0518","0.0028","0.0499","0.0008"
"1.3.3.4","0.09702","0.1279","0.0505","0.0025","0.0439","0.0052","0.048","0.0045","0.0446","0.0038","0.0564","0.0076","0.0431","0.0069","0.0553","0.0092","0.0462","0.0005"
"3.5.2.2","0.01162","0.0294","0.0433","0.0061","0.0447","0.0096","0.0463","0.0078","0.0533","0.0037","0.0373","0.0058","0.0594","0.0055","0.0447","0.0103","0.0558","0.0016"
"2.1.1.74","0.002731","0.01834","0.0435","0.0026","0.0532","0.0036","0.043","0.0093","0.0609","0.0032","0.0373","0.0026","0.0542","0.0033","0.0371","0.0135","0.0551","0.0002"
"2.8.4.5","0.002021","0.01834","0.0393","0.0043","0.0526","0.0097","0.0358","0.0056","0.0722","0.0027","0.0331","0.0018","0.0552","0.0017","0.0375","0.0129","0.0585","0.001"
"2.1.1.130","0.5505","0.5665","0.0473","0.0057","0.0479","0.0075","0.0456","0.0024","0.0465","0.0057","0.0487","0.006","0.0444","0.0049","0.0549","0.0083","0.0486","0.0016"
"2.7.1.107","0.007233","0.02329","0.0515","0.0029","0.0448","0.0022","0.0471","0.0029","0.0385","0.0011","0.0543","0.0047","0.0464","0.0032","0.0538","0.0077","0.0445","0.0009"
"4.2.1.113","0.01628","0.03631","0.0502","0.0013","0.0419","0.0042","0.0465","0.0067","0.0398","0.0041","0.0602","0.009","0.0397","0.0061","0.0561","0.0185","0.0458","0.0002"
"6.3.1.5","0.006849","0.02271","0.0454","0.003","0.0521","0.0047","0.0433","0.0106","0.0586","0.0022","0.0389","0.0028","0.052","0.0015","0.0373","0.0124","0.0521","0.0003"
"1.3.1.106","0.4605","0.4804","0.0463","0.0059","0.0474","0.0074","0.0448","0.0028","0.0464","0.0056","0.048","0.0063","0.043","0.0048","0.0543","0.0082","0.0479","0.0017"
"1.3.1.54","0.4605","0.4804","0.0463","0.0059","0.0474","0.0074","0.0448","0.0028","0.0464","0.0056","0.048","0.0063","0.043","0.0048","0.0543","0.0082","0.0479","0.0017"
"5.2.1.4","0.6211","0.6327","0.0452","0.0046","0.045","0.0079","0.0467","0.0025","0.048","0.0033","0.0471","0.0044","0.0458","0.0049","0.0531","0.0074","0.0471","0.0007"
"4.2.1.84","0.02655","0.04996","0.0491","0.0084","0.047","0.012","0.058","0.0031","0.0398","0.0013","0.054","0.005","0.0481","0.0065","0.0337","0.0109","0.0483","0.0015"
"3.5.1.1","0.01517","0.03476","0.0528","0.0018","0.0467","0.003","0.0506","0.0059","0.0397","0.0031","0.0475","0.0036","0.0515","0.0039","0.0458","0.0055","0.0431","0.0002"
"2.4.2.4","0.02024","0.04216","0.05","0.003","0.0472","0.0041","0.0481","0.0038","0.0433","0.005","0.0518","0.0038","0.042","0.0023","0.0515","0.0097","0.0431","0.0006"
"6.5.1.3","0.01444","0.03357","0.0529","0.0082","0.0456","0.0118","0.0522","0.0062","0.0354","0.0032","0.0573","0.0031","0.0434","0.0033","0.0492","0.0091","0.0401","0.0008"
"4.1.1.32","0.00672","0.02254","0.0491","0.0039","0.0418","0.0043","0.051","0.0089","0.035","0.0026","0.0541","0.0024","0.0435","0.0015","0.0578","0.0132","0.0425","0.001"
"5.1.3.6","0.005602","0.02139","0.0414","0.0041","0.0508","0.0054","0.0445","0.0099","0.0563","0.0012","0.0352","0.0062","0.0547","0.0043","0.0384","0.0124","0.0534","0.001"
"5.1.99.4","0.02986","0.05383","0.0479","0.0026","0.0423","0.0086","0.0479","0.005","0.039","0.0048","0.052","0.0042","0.042","0.0044","0.0579","0.012","0.0424","0.0008"
"1.5.1.38","0.001383","0.01834","0.0574","0.0048","0.0364","0.0048","0.0519","0.0074","0.0267","0.0039","0.0653","0.0092","0.0331","0.0023","0.0623","0.0225","0.0357","0.0008"
"2.3.1.29","0.3434","0.3682","0.0474","0.0022","0.0457","0.0108","0.0469","0.0026","0.0433","0.0065","0.043","0.0045","0.0523","0.0058","0.0438","0.0066","0.0439","0.0019"
"2.6.1.13","0.08478","0.1159","0.0471","0.0033","0.0411","0.0051","0.0467","0.0028","0.0371","0.0035","0.049","0.0051","0.046","0.0018","0.0502","0.0087","0.0488","0.0014"
"2.7.1.167","0.001721","0.01834","0.0364","0.0018","0.0512","0.0048","0.0395","0.0063","0.0622","0.0047","0.0298","0.0047","0.0557","0.004","0.0346","0.0115","0.0554","0.0007"
"2.7.7.70","0.001721","0.01834","0.0364","0.0018","0.0512","0.0048","0.0395","0.0063","0.0622","0.0047","0.0298","0.0047","0.0557","0.004","0.0346","0.0115","0.0554","0.0007"
"5.3.1.5","0.002114","0.01834","0.0511","0.0014","0.0396","0.005","0.0519","0.0024","0.032","0.0004","0.0534","0.0029","0.0434","0.0018","0.0528","0.0117","0.0403","0.0003"
"2.5.1.74","0.001747","0.01834","0.0537","0.0064","0.0428","0.0047","0.0515","0.0113","0.0296","0.0027","0.0634","0.0054","0.0347","0.0012","0.0515","0.0147","0.0367","0.0009"
"2.1.1.144","0.1558","0.1886","0.0444","0.0027","0.0422","0.008","0.0459","0.0047","0.0398","0.0047","0.0493","0.0045","0.0408","0.0042","0.0517","0.0125","0.0451","0.0014"
"2.3.1.20","0.1123","0.143","0.0533","0.0065","0.0482","0.0126","0.0497","0.005","0.0367","0.0108","0.0466","0.0111","0.0369","0.0041","0.0478","0.0135","0.038","0.0021"
"5.3.2.6","0.02558","0.04894","0.0439","0.006","0.0416","0.0061","0.0429","0.0072","0.0443","0.0037","0.0393","0.0043","0.053","0.0068","0.0398","0.0065","0.0483","0.0015"
"4.1.3.1","0.2725","0.3009","0.0448","0.0068","0.0427","0.0104","0.0383","0.0067","0.0484","0.0065","0.0401","0.0051","0.0436","0.0048","0.0502","0.0048","0.0444","0.0011"
"3.5.4.1","0.08028","0.1115","0.0408","0.0054","0.0424","0.0069","0.0418","0.0057","0.0462","0.0015","0.0395","0.0077","0.0493","0.0046","0.0417","0.0031","0.0497","0.0012"
"1.5.5.1","0.08231","0.1133","0.041","0.0027","0.0472","0.0053","0.0442","0.0065","0.0487","0.0039","0.0343","0.0063","0.0458","0.0051","0.0426","0.0091","0.0448","0.0004"
"1.1.3.6","0.008768","0.02531","0.0477","0.0071","0.0377","0.0106","0.0442","0.0137","0.0313","0.0071","0.0548","0.0057","0.0313","0.0021","0.0662","0.0296","0.0346","0.0008"
"3.4.22.70","0.005623","0.02139","0.0497","0.0037","0.0387","0.0108","0.0496","0.0086","0.0272","0.0028","0.0581","0.0041","0.0381","0.003","0.0468","0.011","0.0382","0.0008"
"2.3.1.8","0.003747","0.01878","0.0423","0.0029","0.046","0.0029","0.0408","0.003","0.0442","0.0024","0.0375","0.0016","0.0489","0.0015","0.0392","0.0079","0.0471","0.001"
"6.3.2.31","0.004223","0.01926","0.0491","0.0055","0.0403","0.006","0.0505","0.011","0.0306","0.0031","0.058","0.0029","0.0321","0.0015","0.05","0.0141","0.0341","0.0009"
"6.3.2.34","0.004223","0.01926","0.0491","0.0055","0.0403","0.006","0.0505","0.011","0.0306","0.0031","0.058","0.0029","0.0321","0.0015","0.05","0.0141","0.0341","0.0009"
"3.5.1.11","0.7462","0.753","0.0447","0.0013","0.043","0.0059","0.0437","0.0055","0.0466","0.0054","0.0417","0.0047","0.043","0.0053","0.0409","0.0062","0.0405","0.0013"
"1.1.1.219","0.009587","0.02624","0.0356","0.0062","0.0438","0.0118","0.0352","0.0056","0.0511","0.0031","0.0286","0.0048","0.0534","0.0027","0.0413","0.0121","0.0548","0.0004"
"2.7.8.28","0.003438","0.01868","0.0486","0.0053","0.0408","0.0064","0.0501","0.0115","0.0307","0.0031","0.0577","0.0032","0.0314","0.0014","0.0499","0.0144","0.034","0.0009"
"4.4.1.11","0.3663","0.3909","0.0412","0.0033","0.042","0.0023","0.0402","0.0063","0.0416","0.0027","0.0443","0.0026","0.043","0.0014","0.0418","0.0078","0.0462","0.0009"
"2.4.99.16","0.02876","0.05219","0.0428","0.0051","0.0362","0.0057","0.0435","0.0051","0.0348","0.0012","0.0449","0.0047","0.0419","0.0009","0.0517","0.0089","0.0428","0.0008"
